iteration,block,gen,kill,in,out
3,B69,"{D35, D36}","{D10, D13, D14, D37, D38, D39, D40, D41, D42, D45, D46, D59, D6, D9}","{D24, D25, D26, D28, D29, D30, D32, D33, D34}","{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D36}"
3,B70,{},{},"{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D36}","{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D36}"
3,B71,{},{},"{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D36}","{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D36}"
3,B72,"{D37, D39}","{D10, D13, D14, D35, D36, D38, D40, D41, D42, D45, D46, D59, D6, D9}","{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D36}","{D24, D25, D26, D28, D29, D30, D32, D33, D34, D37, D39}"
3,B73,{},{},"{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D36, D37, D39}","{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D36, D37, D39}"
3,B74,{D40},"{D36, D37, D41, D59}","{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D36, D37, D39}","{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D39, D40}"
3,B75,{D41},"{D36, D37, D40, D59}","{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D36, D37, D39, D40, D41}","{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D39, D41}"
3,B76,{},{},"{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D39, D41}","{D24, D25, D26, D28, D29, D30, D32, D33, D34, D35, D39, D41}"
3,B77,"{D42, D43}","{D10, D13, D14, D35, D38, D39, D44, D45, D46, D47, D48, D6, D60, D9}",{},"{D42, D43}"
3,B78,{},{},"{D42, D43}","{D42, D43}"
3,B79,{},{},"{D42, D43}","{D42, D43}"
3,B80,"{D44, D46}","{D10, D13, D14, D35, D38, D39, D42, D43, D45, D47, D48, D6, D60, D9}","{D42, D43}","{D44, D46}"
3,B81,{},{},"{D42, D43, D44, D46}","{D42, D43, D44, D46}"
3,B82,{D47},"{D43, D44, D48, D60}","{D42, D43, D44, D46}","{D42, D46, D47}"
3,B83,{D48},"{D43, D44, D47, D60}","{D42, D43, D44, D46, D47, D48}","{D42, D46, D48}"
3,B84,{},{},"{D42, D46, D48}","{D42, D46, D48}"
3,B85,{},{},{},{}
3,B86,{},{},{},{}
3,B87,{},{},{},{}
3,B88,{},{},{},{}
3,B89,{},{},{},{}
3,B90,{},{},{},{}
3,B91,"{D49, D50, D51, D52}","{D11, D12, D15, D16, D21, D3, D4, D5, D53, D55, D56, D58, D63, D64}",{},"{D49, D50, D51, D52}"
3,B92,{},{},{},{}
3,B93,{},{},{},{}
3,B94,{D53},"{D50, D55, D56, D58, D63, D64}",{},{D53}
3,B95,{},{},{D53},{D53}
3,B96,{},{},{D53},{D53}
3,B97,{},{},{D53},{D53}
3,B98,{},{},{D53},{D53}
3,B99,{D54},{},"{D53, D54}","{D53, D54}"
3,B100,{},{},"{D53, D54}","{D53, D54}"
3,B101,{},{},"{D53, D54}","{D53, D54}"
3,B102,{},{},"{D53, D54}","{D53, D54}"
3,B103,{D55},"{D50, D53, D56, D58, D63, D64}","{D53, D54}","{D54, D55}"
3,B104,{},{},"{D54, D55}","{D54, D55}"
3,B105,{D56},"{D50, D53, D55, D58, D63, D64}","{D54, D55}","{D54, D56}"
3,B106,{},{},"{D54, D56}","{D54, D56}"
3,B107,{},{},"{D54, D56}","{D54, D56}"
3,B108,{D57},{},"{D54, D56}","{D54, D56, D57}"
3,B109,{},{},"{D54, D56, D57}","{D54, D56, D57}"
3,B110,{},{},"{D54, D56, D57}","{D54, D56, D57}"
3,B111,{},{},"{D54, D56, D57}","{D54, D56, D57}"
3,B112,{},{},"{D54, D56, D57}","{D54, D56, D57}"
3,B113,{D58},"{D50, D53, D55, D56, D63, D64}","{D54, D56, D57}","{D54, D57, D58}"
3,B114,{},{},"{D54, D56, D57, D58}","{D54, D56, D57, D58}"
3,B115,"{D59, D60}","{D36, D37, D40, D41, D43, D44, D47, D48}","{D54, D56, D57, D58}","{D54, D56, D57, D58, D59, D60}"
3,B116,{},{},"{D54, D56, D57, D58, D59, D60}","{D54, D56, D57, D58, D59, D60}"
3,B117,{},{},"{D54, D56, D57, D58, D59, D60}","{D54, D56, D57, D58, D59, D60}"
3,B118,{},{},"{D54, D56, D57, D58, D59, D60}","{D54, D56, D57, D58, D59, D60}"
3,B119,{},{},"{D54, D56, D57, D58, D59, D60}","{D54, D56, D57, D58, D59, D60}"
3,B120,{D61},{D62},"{D54, D56, D57, D58, D59, D60}","{D54, D56, D57, D58, D59, D60, D61}"
3,B121,{},{},"{D54, D56, D57, D58, D59, D60, D61}","{D54, D56, D57, D58, D59, D60, D61}"
3,B122,{},{},"{D54, D56, D57, D58, D59, D60, D61}","{D54, D56, D57, D58, D59, D60, D61}"
3,B123,{},{},"{D54, D56, D57, D58, D59, D60, D61}","{D54, D56, D57, D58, D59, D60, D61}"
3,B124,{},{},"{D54, D56, D57, D58, D59, D60, D61}","{D54, D56, D57, D58, D59, D60, D61}"
3,B125,{D62},{D61},"{D54, D56, D57, D58, D59, D60, D61}","{D54, D56, D57, D58, D59, D60, D62}"
3,B126,{},{},"{D54, D56, D57, D58, D59, D60, D61, D62}","{D54, D56, D57, D58, D59, D60, D61, D62}"
3,B127,{},{},"{D54, D56, D57, D58, D59, D60, D61, D62}","{D54, D56, D57, D58, D59, D60, D61, D62}"
3,B128,{D64},"{D50, D53, D55, D56, D58, D63}","{D54, D56, D57, D58, D59, D60, D61, D62}","{D54, D57, D59, D60, D61, D62, D64}"
3,B129,{},{},{},{}
3,B0,{D1},{D34},{D1},{D34}
3,B1,{},{},{},{}
3,B2,"{D2, D3}","{D11, D15, D20, D4, D51}","{D2, D3}","{D11, D15, D20, D4, D51}"
3,B3,{},{},{},{}
3,B4,{},{},{},{}
3,B5,{D4},"{D11, D15, D3, D51}",{D4},"{D11, D15, D3, D51}"
3,B6,{D5},"{D12, D16, D21, D52}",{D5},"{D12, D16, D21, D52}"
3,B7,{},{},{},{}
3,B8,{},{},{},{}
3,B9,{},{},{},{}
3,B10,"{D6, D7}","{D10, D13, D14, D35, D38, D39, D42, D45, D46, D8, D9}","{D6, D7}","{D10, D13, D14, D35, D38, D39, D42, D45, D46, D8, D9}"
3,B11,{},{},{},{}
3,B12,{D8},{D7},{D8},{D7}
3,B13,{D9},"{D10, D13, D14, D35, D38, D39, D42, D45, D46, D6}",{D9},"{D10, D13, D14, D35, D38, D39, D42, D45, D46, D6}"
3,B14,{D10},"{D13, D14, D35, D38, D39, D42, D45, D46, D6, D9}",{D10},"{D13, D14, D35, D38, D39, D42, D45, D46, D6, D9}"
3,B15,{},{},{},{}
3,B16,{},{},{},{}
3,B17,{D11},"{D15, D3, D4, D51}",{D11},"{D15, D3, D4, D51}"
3,B18,{D12},"{D16, D21, D5, D52}",{D12},"{D16, D21, D5, D52}"
3,B19,{},{},{},{}
3,B20,{},{},{},{}
3,B21,{},{},{},{}
3,B22,{},{},{},{}
3,B23,{},{},{},{}
3,B24,{D13},"{D10, D14, D35, D38, D39, D42, D45, D46, D6, D9}",{D13},"{D10, D14, D35, D38, D39, D42, D45, D46, D6, D9}"
3,B25,{D14},"{D10, D13, D35, D38, D39, D42, D45, D46, D6, D9}",{D14},"{D10, D13, D35, D38, D39, D42, D45, D46, D6, D9}"
3,B26,{},{},{},{}
3,B27,{},{},{},{}
3,B28,{},{},{},{}
3,B29,{D15},"{D11, D3, D4, D51}",{D15},"{D11, D3, D4, D51}"
3,B30,{D16},"{D12, D21, D5, D52}",{D16},"{D12, D21, D5, D52}"
3,B31,{},{},{},{}
3,B32,{},{},{},{}
3,B33,{D17},"{D18, D19}",{D17},"{D18, D19}"
3,B34,{D18},"{D17, D19}",{D18},"{D17, D19}"
3,B35,"{D19, D20, D21}","{D12, D16, D17, D18, D2, D5, D52}","{D19, D20, D21}","{D12, D16, D17, D18, D2, D5, D52}"
3,B36,{},{},{},{}
3,B37,{},{},{},{}
3,B38,{},{},{},{}
3,B39,{},{},{},{}
3,B40,{},{},{},{}
3,B41,{},{},{},{}
3,B42,{},{},{},{}
3,B43,{},{},{},{}
3,B44,"{D22, D23}",{},"{D22, D23}",{}
3,B45,{},{},{},{}
3,B46,{},{},{},{}
3,B47,{},{},{},{}
3,B48,{},{},{},{}
3,B49,{},{},{},{}
3,B50,{},{},{},{}
3,B51,{},{},{},{}
3,B52,{D24},{},{D24},{}
3,B53,{},{},{},{}
3,B54,"{D25, D26}",{D28},"{D25, D26}",{D28}
3,B55,{D27},"{D31, D33}",{D27},"{D31, D33}"
3,B56,{D28},{D26},{D28},{D26}
3,B57,{},{},{},{}
3,B58,{},{},{},{}
3,B59,"{D29, D30, D31}","{D27, D33}","{D29, D30, D31}","{D27, D33}"
3,B60,{D32},{},{D32},{}
3,B61,{},{},{},{}
3,B62,{D33},"{D27, D31}",{D33},"{D27, D31}"
3,B63,{},{},{},{}
3,B64,{},{},{},{}
3,B65,{},{},{},{}
3,B66,{D34},{D1},{D34},{D1}
3,B67,{},{},{},{}
3,B68,{},{},{},{}
3,B69,"{D35, D36}","{D10, D13, D14, D37, D38, D39, D40, D41, D42, D45, D46, D59, D6, D9}","{D35, D36}","{D10, D13, D14, D37, D38, D39, D40, D41, D42, D45, D46, D59, D6, D9}"
3,B70,{},{},{},{}
3,B71,{},{},{},{}
3,B72,"{D37, D39}","{D10, D13, D14, D35, D36, D38, D40, D41, D42, D45, D46, D59, D6, D9}","{D37, D39}","{D10, D13, D14, D35, D36, D38, D40, D41, D42, D45, D46, D59, D6, D9}"
3,B73,{},{},{},{}
3,B74,{D40},"{D36, D37, D41, D59}",{D40},"{D36, D37, D41, D59}"
3,B75,{D41},"{D36, D37, D40, D59}",{D41},"{D36, D37, D40, D59}"
3,B76,{},{},{},{}
3,B77,"{D42, D43}","{D10, D13, D14, D35, D38, D39, D44, D45, D46, D47, D48, D6, D60, D9}","{D42, D43}","{D10, D13, D14, D35, D38, D39, D44, D45, D46, D47, D48, D6, D60, D9}"
3,B78,{},{},{},{}
3,B79,{},{},{},{}
3,B80,"{D44, D46}","{D10, D13, D14, D35, D38, D39, D42, D43, D45, D47, D48, D6, D60, D9}","{D44, D46}","{D10, D13, D14, D35, D38, D39, D42, D43, D45, D47, D48, D6, D60, D9}"
3,B81,{},{},{},{}
3,B82,{D47},"{D43, D44, D48, D60}",{D47},"{D43, D44, D48, D60}"
3,B83,{D48},"{D43, D44, D47, D60}",{D48},"{D43, D44, D47, D60}"
3,B84,{},{},{},{}
3,B85,{},{},{},{}
3,B86,{},{},{},{}
3,B87,{},{},{},{}
3,B88,{},{},{},{}
3,B89,{},{},{},{}
3,B90,{},{},{},{}
3,B91,"{D49, D50, D51, D52}","{D11, D12, D15, D16, D21, D3, D4, D5, D53, D55, D56, D58, D63, D64}","{D49, D50, D51, D52}","{D11, D12, D15, D16, D21, D3, D4, D5, D53, D55, D56, D58, D63, D64}"
3,B92,{},{},{},{}
3,B93,{},{},{},{}
3,B94,{D53},"{D50, D55, D56, D58, D63, D64}",{D53},"{D50, D55, D56, D58, D63, D64}"
3,B95,{},{},{},{}
3,B96,{},{},{},{}
3,B97,{},{},{},{}
3,B98,{},{},{},{}
3,B99,{D54},{},{D54},{}
3,B100,{},{},{},{}
3,B101,{},{},{},{}
3,B102,{},{},{},{}
3,B103,{D55},"{D50, D53, D56, D58, D63, D64}",{D55},"{D50, D53, D56, D58, D63, D64}"
3,B104,{},{},{},{}
3,B105,{D56},"{D50, D53, D55, D58, D63, D64}",{D56},"{D50, D53, D55, D58, D63, D64}"
3,B106,{},{},{},{}
3,B107,{},{},{},{}
3,B108,{D57},{},{D57},{}
3,B109,{},{},{},{}
3,B110,{},{},{},{}
3,B111,{},{},{},{}
3,B112,{},{},{},{}
3,B113,{D58},"{D50, D53, D55, D56, D63, D64}",{D58},"{D50, D53, D55, D56, D63, D64}"
3,B114,{},{},{},{}
3,B115,"{D59, D60}","{D36, D37, D40, D41, D43, D44, D47, D48}","{D59, D60}","{D36, D37, D40, D41, D43, D44, D47, D48}"
3,B116,{},{},{},{}
3,B117,{},{},{},{}
3,B118,{},{},{},{}
3,B119,{},{},{},{}
3,B120,{D61},{D62},{D61},{D62}
3,B121,{},{},{},{}
3,B122,{},{},{},{}
3,B123,{},{},{},{}
3,B124,{},{},{},{}
3,B125,{D62},{D61},{D62},{D61}
3,B126,{},{},{},{}
3,B127,{},{},{},{}
3,B128,{D64},"{D50, D53, D55, D56, D58, D63}",{D64},"{D50, D53, D55, D56, D58, D63}"
3,B129,{},{},{},{}
