iteration,block,gen,kill,in,out
3,B123,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68}"
3,B124,"{D69, D70}","{D41, D42, D45, D46, D63, D66}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68}","{D37, D38, D39, D40, D43, D44, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D67, D68, D69, D70}"
3,B125,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}"
3,B126,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}"
3,B127,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}"
4,B0,{},{},{},{}
4,B1,{},{},{D1},{D1}
4,B2,{D1},{},{D1},{D1}
4,B3,{},{},{D1},{D1}
4,B4,{},{},{D1},{D1}
4,B5,{D2},{D3},"{D1, D2}","{D1, D2}"
4,B6,{},{},"{D1, D2}","{D1, D2}"
4,B7,{},{},{},{}
4,B8,{D3},{D2},{D3},{D3}
4,B9,{},{},{D3},{D3}
4,B10,{D4},"{D11, D14, D16, D18, D20, D23, D25, D27, D32, D6, D8}","{D3, D4, D5}","{D3, D4, D5}"
4,B11,{D5},"{D12, D15, D17, D19, D21, D24, D26, D28, D34, D7, D9}","{D3, D4, D5}","{D3, D4, D5}"
4,B12,{},{},"{D3, D4, D5}","{D3, D4, D5}"
4,B13,{D6},"{D11, D14, D16, D18, D20, D23, D25, D27, D32, D4, D8}","{D3, D4, D5, D6, D7}","{D3, D5, D6, D7}"
4,B14,{D7},"{D12, D15, D17, D19, D21, D24, D26, D28, D34, D5, D9}","{D3, D5, D6, D7}","{D3, D6, D7}"
4,B15,{},{},"{D3, D6, D7}","{D3, D6, D7}"
4,B16,{D8},"{D11, D14, D16, D18, D20, D23, D25, D27, D32, D4, D6}","{D10, D3, D6, D7, D8, D9}","{D10, D3, D7, D8, D9}"
4,B17,{D9},"{D12, D15, D17, D19, D21, D24, D26, D28, D34, D5, D7}","{D10, D3, D7, D8, D9}","{D10, D3, D8, D9}"
4,B18,{D10},{D13},"{D10, D3, D8, D9}","{D10, D3, D8, D9}"
4,B19,{},{},"{D10, D3, D8, D9}","{D10, D3, D8, D9}"
4,B20,{},{},"{D10, D3, D8, D9}","{D10, D3, D8, D9}"
4,B21,{D11},"{D14, D16, D18, D20, D23, D25, D27, D32, D4, D6, D8}","{D10, D11, D12, D3, D8, D9}","{D10, D11, D12, D3, D9}"
4,B22,{D12},"{D15, D17, D19, D21, D24, D26, D28, D34, D5, D7, D9}","{D10, D11, D12, D3, D9}","{D10, D11, D12, D3}"
4,B23,{},{},"{D10, D11, D12, D3}","{D10, D11, D12, D3}"
4,B24,{D13},{D10},{},{D13}
4,B25,{},{},{D13},{D13}
4,B26,{},{},{D13},{D13}
4,B27,{},{},{D13},{D13}
4,B28,{},{},{D13},{D13}
4,B29,{},{},{D13},{D13}
4,B30,{},{},{D13},{D13}
4,B31,{},{},{D13},{D13}
4,B32,{D14},"{D11, D16, D18, D20, D23, D25, D27, D32, D4, D6, D8}","{D13, D14, D15}","{D13, D14, D15}"
4,B33,{D15},"{D12, D17, D19, D21, D24, D26, D28, D34, D5, D7, D9}","{D13, D14, D15}","{D13, D14, D15}"
4,B34,{},{},"{D13, D14, D15}","{D13, D14, D15}"
4,B35,{},{},"{D13, D14, D15}","{D13, D14, D15}"
4,B36,{},{},"{D13, D14, D15}","{D13, D14, D15}"
4,B37,{},{},{},{}
4,B38,{D16},"{D11, D14, D18, D20, D23, D25, D27, D32, D4, D6, D8}","{D16, D17}","{D16, D17}"
4,B39,{D17},"{D12, D15, D19, D21, D24, D26, D28, D34, D5, D7, D9}","{D16, D17}","{D16, D17}"
4,B40,{},{},"{D16, D17}","{D16, D17}"
4,B41,{D18},"{D11, D14, D16, D20, D23, D25, D27, D32, D4, D6, D8}","{D16, D17, D18, D19}","{D17, D18, D19}"
4,B42,{D19},"{D12, D15, D17, D21, D24, D26, D28, D34, D5, D7, D9}","{D17, D18, D19}","{D18, D19}"
4,B43,{},{},"{D18, D19}","{D18, D19}"
4,B44,{D20},"{D11, D14, D16, D18, D23, D25, D27, D32, D4, D6, D8}","{D18, D19, D20, D21}","{D19, D20, D21}"
4,B45,{D21},"{D12, D15, D17, D19, D24, D26, D28, D34, D5, D7, D9}","{D19, D20, D21}","{D20, D21}"
4,B46,{},{},"{D20, D21}","{D20, D21}"
4,B47,{D22},{},"{D20, D21, D22}","{D20, D21, D22}"
4,B48,{},{},"{D20, D21, D22}","{D20, D21, D22}"
4,B49,{D23},"{D11, D14, D16, D18, D20, D25, D27, D32, D4, D6, D8}","{D20, D21, D22, D23, D24}","{D21, D22, D23, D24}"
4,B50,{D24},"{D12, D15, D17, D19, D21, D26, D28, D34, D5, D7, D9}","{D21, D22, D23, D24}","{D22, D23, D24}"
4,B51,{},{},"{D22, D23, D24}","{D22, D23, D24}"
4,B52,{D25},"{D11, D14, D16, D18, D20, D23, D27, D32, D4, D6, D8}","{D22, D23, D24, D25, D26}","{D22, D24, D25, D26}"
4,B53,{D26},"{D12, D15, D17, D19, D21, D24, D28, D34, D5, D7, D9}","{D22, D24, D25, D26}","{D22, D25, D26}"
4,B54,{},{},"{D22, D25, D26}","{D22, D25, D26}"
4,B55,{D27},"{D11, D14, D16, D18, D20, D23, D25, D32, D4, D6, D8}","{D22, D25, D26, D27, D28}","{D22, D26, D27, D28}"
4,B56,{D28},"{D12, D15, D17, D19, D21, D24, D26, D34, D5, D7, D9}","{D22, D26, D27, D28}","{D22, D27, D28}"
4,B57,{},{},"{D22, D27, D28}","{D22, D27, D28}"
4,B58,{},{},"{D22, D27, D28}","{D22, D27, D28}"
4,B59,{},{},"{D22, D27, D28}","{D22, D27, D28}"
4,B60,{},{},"{D22, D27, D28}","{D22, D27, D28}"
4,B61,{},{},"{D22, D27, D28}","{D22, D27, D28}"
4,B62,{},{},"{D22, D27, D28}","{D22, D27, D28}"
4,B63,{D29},"{D36, D57}","{D22, D27, D28}","{D22, D27, D28, D29}"
4,B64,{D30},{},"{D22, D27, D28, D29, D30, D31}","{D22, D27, D28, D29, D30, D31}"
4,B65,{D31},{},"{D22, D27, D28, D29, D30, D31}","{D22, D27, D28, D29, D30, D31}"
4,B66,{D32},"{D11, D14, D16, D18, D20, D23, D25, D27, D4, D6, D8}","{D22, D27, D28, D29, D30, D31, D32, D33}","{D22, D28, D29, D30, D31, D32, D33}"
4,B67,{D33},{},"{D22, D28, D29, D30, D31, D32, D33}","{D22, D28, D29, D30, D31, D32, D33}"
4,B68,{D34},"{D12, D15, D17, D19, D21, D24, D26, D28, D5, D7, D9}","{D22, D28, D29, D30, D31, D32, D33, D34}","{D22, D29, D30, D31, D32, D33, D34}"
4,B69,{},{},"{D22, D29, D30, D31, D32, D33, D34}","{D22, D29, D30, D31, D32, D33, D34}"
4,B70,"{D35, D36}","{D29, D57}","{D22, D29, D30, D31, D32, D33, D34}","{D22, D30, D31, D32, D33, D34, D35, D36}"
4,B71,{},{},"{D22, D29, D30, D31, D32, D33, D34}","{D22, D29, D30, D31, D32, D33, D34}"
4,B72,{D37},"{D39, D43, D62, D65, D67}",{},{D37}
4,B73,{},{},"{D37, D38}","{D37, D38}"
4,B74,{D38},{},"{D37, D38}","{D37, D38}"
4,B75,{},{},"{D37, D38}","{D37, D38}"
4,B76,"{D39, D40}","{D37, D43, D44, D62, D65, D67, D68}","{D37, D38}","{D38, D39, D40}"
4,B77,{},{},"{D37, D38, D39, D40}","{D37, D38, D39, D40}"
4,B78,"{D41, D42}","{D45, D46, D63, D66, D69, D70}","{D37, D38, D39, D40}","{D37, D38, D39, D40, D41, D42}"
4,B79,{},{},"{D37, D38, D39, D40, D41, D42}","{D37, D38, D39, D40, D41, D42}"
4,B80,"{D43, D44, D45, D46, D47}","{D37, D39, D40, D41, D42, D48, D62, D63, D65, D66, D67, D68, D69, D70}","{D37, D38, D39, D40, D41, D42}","{D38, D43, D44, D45, D46, D47}"
4,B81,{D48},{D47},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D47}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48}"
4,B82,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48}"
4,B83,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48}"
4,B84,{D49},"{D51, D58, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49}"
4,B85,{D50},"{D52, D61}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}"
4,B86,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}"
4,B87,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}"
4,B88,{D51},"{D49, D58, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D50, D51}"
4,B89,{D52},"{D50, D61}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50, D51}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}"
4,B90,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}"
4,B91,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}"
4,B92,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
4,B93,"{D53, D54}",{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
4,B94,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
4,B95,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
4,B96,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
4,B97,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
4,B98,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
4,B99,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
4,B100,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
4,B101,{D55},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}"
4,B102,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}"
4,B103,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}"
4,B104,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}"
4,B105,"{D56, D57}","{D29, D36}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
4,B106,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
4,B107,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
4,B108,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
4,B109,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
4,B110,{D58},"{D49, D51, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58}"
4,B111,{D59},"{D49, D51, D58, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D59}"
4,B112,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
4,B113,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
4,B114,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
4,B115,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
4,B116,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
4,B117,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
4,B118,{D60},"{D49, D51, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D60}"
4,B119,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60}"
4,B120,{D61},"{D50, D52}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D53, D54, D55, D56, D57, D58, D59, D60, D61}"
4,B121,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61}"
4,B122,"{D64, D66, D67, D68}","{D37, D39, D40, D41, D43, D44, D45, D62, D63, D65, D69}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61}","{D38, D42, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68}"
4,B123,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68}"
4,B124,"{D69, D70}","{D41, D42, D45, D46, D63, D66}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68}","{D37, D38, D39, D40, D43, D44, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D67, D68, D69, D70}"
4,B125,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}"
4,B126,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}"
4,B127,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}"
4,B0,{},{},{},{}
4,B1,{},{},{},{}
4,B2,{D1},{},{D1},{}
4,B3,{},{},{},{}
4,B4,{},{},{},{}
4,B5,{D2},{D3},{D2},{D3}
4,B6,{},{},{},{}
4,B7,{},{},{},{}
4,B8,{D3},{D2},{D3},{D2}
4,B9,{},{},{},{}
4,B10,{D4},"{D11, D14, D16, D18, D20, D23, D25, D27, D32, D6, D8}",{D4},"{D11, D14, D16, D18, D20, D23, D25, D27, D32, D6, D8}"
4,B11,{D5},"{D12, D15, D17, D19, D21, D24, D26, D28, D34, D7, D9}",{D5},"{D12, D15, D17, D19, D21, D24, D26, D28, D34, D7, D9}"
4,B12,{},{},{},{}
4,B13,{D6},"{D11, D14, D16, D18, D20, D23, D25, D27, D32, D4, D8}",{D6},"{D11, D14, D16, D18, D20, D23, D25, D27, D32, D4, D8}"
4,B14,{D7},"{D12, D15, D17, D19, D21, D24, D26, D28, D34, D5, D9}",{D7},"{D12, D15, D17, D19, D21, D24, D26, D28, D34, D5, D9}"
4,B15,{},{},{},{}
4,B16,{D8},"{D11, D14, D16, D18, D20, D23, D25, D27, D32, D4, D6}",{D8},"{D11, D14, D16, D18, D20, D23, D25, D27, D32, D4, D6}"
4,B17,{D9},"{D12, D15, D17, D19, D21, D24, D26, D28, D34, D5, D7}",{D9},"{D12, D15, D17, D19, D21, D24, D26, D28, D34, D5, D7}"
4,B18,{D10},{D13},{D10},{D13}
4,B19,{},{},{},{}
4,B20,{},{},{},{}
4,B21,{D11},"{D14, D16, D18, D20, D23, D25, D27, D32, D4, D6, D8}",{D11},"{D14, D16, D18, D20, D23, D25, D27, D32, D4, D6, D8}"
4,B22,{D12},"{D15, D17, D19, D21, D24, D26, D28, D34, D5, D7, D9}",{D12},"{D15, D17, D19, D21, D24, D26, D28, D34, D5, D7, D9}"
4,B23,{},{},{},{}
4,B24,{D13},{D10},{D13},{D10}
4,B25,{},{},{},{}
4,B26,{},{},{},{}
4,B27,{},{},{},{}
4,B28,{},{},{},{}
4,B29,{},{},{},{}
4,B30,{},{},{},{}
4,B31,{},{},{},{}
4,B32,{D14},"{D11, D16, D18, D20, D23, D25, D27, D32, D4, D6, D8}",{D14},"{D11, D16, D18, D20, D23, D25, D27, D32, D4, D6, D8}"
4,B33,{D15},"{D12, D17, D19, D21, D24, D26, D28, D34, D5, D7, D9}",{D15},"{D12, D17, D19, D21, D24, D26, D28, D34, D5, D7, D9}"
4,B34,{},{},{},{}
4,B35,{},{},{},{}
4,B36,{},{},{},{}
4,B37,{},{},{},{}
4,B38,{D16},"{D11, D14, D18, D20, D23, D25, D27, D32, D4, D6, D8}",{D16},"{D11, D14, D18, D20, D23, D25, D27, D32, D4, D6, D8}"
4,B39,{D17},"{D12, D15, D19, D21, D24, D26, D28, D34, D5, D7, D9}",{D17},"{D12, D15, D19, D21, D24, D26, D28, D34, D5, D7, D9}"
4,B40,{},{},{},{}
4,B41,{D18},"{D11, D14, D16, D20, D23, D25, D27, D32, D4, D6, D8}",{D18},"{D11, D14, D16, D20, D23, D25, D27, D32, D4, D6, D8}"
4,B42,{D19},"{D12, D15, D17, D21, D24, D26, D28, D34, D5, D7, D9}",{D19},"{D12, D15, D17, D21, D24, D26, D28, D34, D5, D7, D9}"
4,B43,{},{},{},{}
4,B44,{D20},"{D11, D14, D16, D18, D23, D25, D27, D32, D4, D6, D8}",{D20},"{D11, D14, D16, D18, D23, D25, D27, D32, D4, D6, D8}"
4,B45,{D21},"{D12, D15, D17, D19, D24, D26, D28, D34, D5, D7, D9}",{D21},"{D12, D15, D17, D19, D24, D26, D28, D34, D5, D7, D9}"
4,B46,{},{},{},{}
4,B47,{D22},{},{D22},{}
4,B48,{},{},{},{}
4,B49,{D23},"{D11, D14, D16, D18, D20, D25, D27, D32, D4, D6, D8}",{D23},"{D11, D14, D16, D18, D20, D25, D27, D32, D4, D6, D8}"
4,B50,{D24},"{D12, D15, D17, D19, D21, D26, D28, D34, D5, D7, D9}",{D24},"{D12, D15, D17, D19, D21, D26, D28, D34, D5, D7, D9}"
4,B51,{},{},{},{}
4,B52,{D25},"{D11, D14, D16, D18, D20, D23, D27, D32, D4, D6, D8}",{D25},"{D11, D14, D16, D18, D20, D23, D27, D32, D4, D6, D8}"
4,B53,{D26},"{D12, D15, D17, D19, D21, D24, D28, D34, D5, D7, D9}",{D26},"{D12, D15, D17, D19, D21, D24, D28, D34, D5, D7, D9}"
4,B54,{},{},{},{}
4,B55,{D27},"{D11, D14, D16, D18, D20, D23, D25, D32, D4, D6, D8}",{D27},"{D11, D14, D16, D18, D20, D23, D25, D32, D4, D6, D8}"
4,B56,{D28},"{D12, D15, D17, D19, D21, D24, D26, D34, D5, D7, D9}",{D28},"{D12, D15, D17, D19, D21, D24, D26, D34, D5, D7, D9}"
4,B57,{},{},{},{}
4,B58,{},{},{},{}
4,B59,{},{},{},{}
4,B60,{},{},{},{}
4,B61,{},{},{},{}
4,B62,{},{},{},{}
4,B63,{D29},"{D36, D57}",{D29},"{D36, D57}"
4,B64,{D30},{},{D30},{}
4,B65,{D31},{},{D31},{}
4,B66,{D32},"{D11, D14, D16, D18, D20, D23, D25, D27, D4, D6, D8}",{D32},"{D11, D14, D16, D18, D20, D23, D25, D27, D4, D6, D8}"
4,B67,{D33},{},{D33},{}
4,B68,{D34},"{D12, D15, D17, D19, D21, D24, D26, D28, D5, D7, D9}",{D34},"{D12, D15, D17, D19, D21, D24, D26, D28, D5, D7, D9}"
4,B69,{},{},{},{}
4,B70,"{D35, D36}","{D29, D57}","{D35, D36}","{D29, D57}"
4,B71,{},{},{},{}
4,B72,{D37},"{D39, D43, D62, D65, D67}",{D37},"{D39, D43, D62, D65, D67}"
4,B73,{},{},{},{}
4,B74,{D38},{},{D38},{}
4,B75,{},{},{},{}
4,B76,"{D39, D40}","{D37, D43, D44, D62, D65, D67, D68}","{D39, D40}","{D37, D43, D44, D62, D65, D67, D68}"
4,B77,{},{},{},{}
4,B78,"{D41, D42}","{D45, D46, D63, D66, D69, D70}","{D41, D42}","{D45, D46, D63, D66, D69, D70}"
4,B79,{},{},{},{}
4,B80,"{D43, D44, D45, D46, D47}","{D37, D39, D40, D41, D42, D48, D62, D63, D65, D66, D67, D68, D69, D70}","{D43, D44, D45, D46, D47}","{D37, D39, D40, D41, D42, D48, D62, D63, D65, D66, D67, D68, D69, D70}"
4,B81,{D48},{D47},{D48},{D47}
4,B82,{},{},{},{}
4,B83,{},{},{},{}
4,B84,{D49},"{D51, D58, D59, D60}",{D49},"{D51, D58, D59, D60}"
4,B85,{D50},"{D52, D61}",{D50},"{D52, D61}"
4,B86,{},{},{},{}
4,B87,{},{},{},{}
4,B88,{D51},"{D49, D58, D59, D60}",{D51},"{D49, D58, D59, D60}"
4,B89,{D52},"{D50, D61}",{D52},"{D50, D61}"
4,B90,{},{},{},{}
4,B91,{},{},{},{}
4,B92,{},{},{},{}
4,B93,"{D53, D54}",{},"{D53, D54}",{}
4,B94,{},{},{},{}
4,B95,{},{},{},{}
4,B96,{},{},{},{}
4,B97,{},{},{},{}
